key,id,title,text,label
NE/R014922/1,6592,Innovative monitoring of offshore methane and hydrocarbons with miniature sensors and autonomy,"Autonomous Underwater Vehicles (AUVs) can be loaded with chemical sensors and sent on missions to conduct high-resolution surveys in the deep sea. They are of interest to the oil and gas industry, as, if fitted with the right sensors, they can be used to help monitor subsea pipelines for leaks and also pinpoint new hydrocarbon reserves under the seafloor by measuring the chemical composition (e.g. the dissolved methane concentration) of the waters above. However, AUVs are prohibitively expensive for routine monitoring and exploration, and often require a large and expensive ship to be present on the surface. A new innovation in AUV technology is the microsub. These miniature AUVs can cost about 2% of the price of a traditional large AUV and are small enough to be launched from a small inflatable boat or the shoreline. They can reach complex areas (shallow waters and reefs) that larger AUVs cannot get to, and can operate in large swarms to efficiently survey a large area. The main drawback of microsubs is that they have limited onboard space and power, meaning that many sensor systems cannot be carried. This means the measurements performed by microsubs are very basic. No methane sensors are currently available that can be deployed on microsubs. At the National Oceanography Centre in Southampton, we have developed a new miniaturised methane sensor that could be deployed on microsubs. In this project, we will adapt this sensor to be deployed on ecoSUB, a microsub developed at the NOC in partnership with Planet Ocean. We will work with BP to test the ecoSUB equipped with the methane sensor on demonstration missions, and help BP to change the way in which they perform leak detection and exploration. Detecting leaks early using microsubs will help BP reduce the cost and environmental impact of subsea pipeline leaks. More efficient exploration will reduce the cost environmental impact of searching for new oil and gas reserves.",0
2366363,43294,The macroevolutionary drivers of bird diversification,"The diversity of phenotypic traits observed in the natural world is extensive, driven by pressures ranging from natural selection that drives adaptation to ecological niches, to social and sexual selection that determines which individuals have access to resources and mating opportunities. The relative roles of each of these broad drivers, and specific pressures within, is still a highly contested topic, and whilst this has been addressed in empirical experiments and comparative studies, a coherent theory for explaining broad-scale phenotypic evolution is still lacking for many traits. 

To address the issue, this project aims to integrate global datasets of traits, environmental niches and phylogenies for all birds (&gt;10,000 species), combined with newly proposed phylogenetic models, to help shed light on the relative roles of broad selection pressures. Birds are an ideal group for this project because they are relatively well studied, with extensive knowledge of ecological and evolutionary traits. This is further supplemented with additional unpublished data, overall contributing to a near-complete estimation of the variation in many traits, including foraging strategies, adaptive morphology, plumage dichromatism and song; there is also the opportunity to add to this data through literature reviews, museum visits and digital sound archives. 

The initial stage of the project is a six-month training program, comprised of taught modules in evolutionary ecology and statistics, and a three-month project. The aim of this project is to investigate the drivers that shape the evolution of sexual dichromatism in bird plumage. This question was first addressed in a debate between Wallace and Darwin, who believed differences were a result of natural or sexual selection. There have been various attempts at explanations throughout the literature through experiments and reviews, including natural selection on females for cryptic colours, sexual selection on brightly coloured males, and social selection on females that engage in territorial behaviour. This project aims to resolve the relative input of these pressures by assessing the evolution of dichromatism across the whole clade of birds.

Completing this initial study into dichromatism will build a foundation of experience in conducting phylogenetic analyses, a more in-depth understanding of some of the main evolutionary drivers in birds, and a knowledge of the dataset, which can then be applied to other areas of evolutionary theory. This may include, amongst others, continuing research into selection pressures on females, studying the evolution of song behaviours, or studying how human-mediated changes affect the evolutionary stability of traits crucial for ecosystem services, such as beak shape. Another interest is the incorporation of phylogenetic models of birds into range maps, with the intention of assessing the rate of niche evolution, which could be crucial in assessing the future effect of climate change. Through exploring these avenues early on, potential areas of evolutionary ecology will be highlighted that are of interest, leading to more extensive research and subsequent chapters of the thesis.",0
NE/P019269/1,7699,Does developmental plasticity influence speciation?,"Life is a journey. As we grow older, we change. Sometimes we respond in the spur of the moment. Occasionally, an event has long-lasting consequences in spite of any change in circumstance and shapes our outlook far into the future.

This future flexibility, or a lack thereof, also applies to the traits like size and weight that influence our daily risk of death and our reproductive success. Some of these traits retain flexibility throughout life, whereas others can only change in a fixed early window. As humans, we are far more likely to shift weight gain trajectories before six months of age than when older. 

Any ability to flexibly adjust traits can boost survival chances in new or changing environments, but also provides the means to innovate and so express new combinations of traits. Flexibility as a means of innovation might promote the divergence of ancestral organisms into new species, but also might not because such flexibility would mean that species can already deal with whatever circumstances they encounter, which would in turn remove the pressure for any innovation to become hardwired into their DNA.

The long timescales over which this hardwiring plays out complicates collection of data. We don't know whether future flexibility or a lack of it is more likely to catalyse change into new species. In this project, we will contribute this increasingly requested data and therefore provide the first evidence if a lifetime of flexibility, or a stubborn refusal to change, influences the emergence of new species. 

Planktonic foraminifera are single-celled organisms that live in vast numbers in all the world's oceans. While chemical analysis of their fossil remains has generated a remarkably continuous record of past climate change, each individual also retains a complete record of its size and shape at each stage along its journey through life. 

These growth stages can be revealed by state-of-the-art imaging technology, which has sparked a digital revolution in how biologists study life on Earth. To study evolution, we need to study differences among lots of individuals. We need to know how and why these differences change through time. This need to measure lots of individuals means that the current practise of a person pointing and clicking on a computer screen to identify distinct parts is too slow. Computer programmes that provide a faster, more repeatable and less biased way of identifying and analysing such parts are now available, completing the toolkit needed to build big databases.

By bringing together lessons from diverse scientific disciplines, we propose to use the same fossil specimens to collate records of an individual's journey through life and the environment it experienced every step of the way, both of which were changing from day-to-day, millions of years ago.

While the fossil record of planktonic foraminifera provides the necessary timespan and abundance, new computer programmes and imaging technology complete the toolkit jigsaw to investigate for the first time if certain parts of an individual's journey through life are more influential than others in determining the eventual evolutionary destinations of its species. 

Our unique, direct link between organism and environment lets us study the dynamic journey through life in the static death of the fossil record. The fundamental limitation to the current ways we study how new species emerge is the lack of repeated samples through time to follow the genesis of novel lifeforms, and explicitly targeting this limitation using state-of-the-art approaches from multiple scientific disciplines means we will deliver a breakthrough in attempts to answer one of the most fundamental of all biological questions: how do differences among individuals make differences among species?",0
AH/M008142/1,8094,Conferencing the International: a cultural and historical geography of the origins of internationalism (1919-1939),"One of the largely forgotten legacies of the First World War was the belief that peace would result from connections between and across national borders, the fault lines of the war itself. After the centenaries of the War have concluded, we will argue that we should remember how hopes for peace were tied to hopes for connections across the earth; that is, for &quot;the international&quot;.

Forging these connections and new worlds required new sites of interaction, meeting, learning and friendship making. These sites were the international &quot;conferences&quot; of the interwar period, the places in which internationalism was forged and politically debated, emerging through conversation, disagreement, dance, song, taste, and laughter. Through piecing together the records of these meetings, we will provide a rich history of the spaces through which the international was created and challenged, and in which it floundered.

Existing literature has shown that conferences had grown in popularity towards the end of the 19th century, connected to wider showcases such as world fairs and universal exhibitions (35 between 1900-1910) and to the explicitly internationalist claims of the socialist and communist left. But there is a dearth of research into modern international conferences that emerged specifically to take advantage of the opportunities the post-war world offered for peace. For some, peace was the stability of pre-existing colonial empires; for others, peace was &quot;not-war&quot;; while to others, peace required the destruction of the pre-war political landscape. 

We will examine three sets of conferences that demonstrate these visions of peace and their forms of internationalism that were emerging through and in tension with specific nations (Britain, France and the USA): the Round Table conferences on the future of India in the British Empire (Legg), the International Studies conferences of the League of Nations's ICIC (Heffernan), and the Pan-African Congresses (Hodder). Each of these conferences provided a public commentary on the changes brought by the war and the prospects of a new international order which it was seen to make possible. It was the secret negotiations before and during World War I which exposed the urgent need for public political meetings, to which people would travel from around the globe; these meeting spaces are what international conferences provided.
 
We know very little about the internal spaces of these conferences. Internationalism wasn't centrally organised; it took place through specific, brief meetings of overlapping groups in particular locations. As a result, the archives of modern internationalism is fragmented and dispersed. This project will re-assemble and re-interpret these archives through an analysis of the infrastructures, materials and performances of the inter-war international conference: where people stayed; how their days were planned; how clothing and manners facilitated or hindered certain meetings; what they discussed, and how. 

One hundred years after the First World War it is often claimed that modern digital technology and instantaneous communication will render the practice of conferencing obsolete. Yet our globalised world is still shaped by G20 meetings, Climate Change Summits and World Economic Forums, embedding locations like Davos and Kyoto in the international geographical imagination. This project will historically situate and explain how conferencing in our contemporary period remains as important as ever. We will communicate our research through a co-authored monograph and an edited volume resulting from a major international conference and exhibition at the Royal Geographical Society on international conferencing at the end of the award, as well as with smaller workshops that will bring together academics, conferencing professionals, and community groups with interests in the global cast that these meetings assembled.",0
NE/R017565/1,19045,Impact of hydraulic fracturing in the overburden of shale resource plays: Process-based evaluation (SHAPE-UK),"Summary

In recent years, the UK has made significant progress in establishing renewable sources of energy. Solar, wind, biomass and hydro have seen a steady rise in use over the past decade, having gone from providing less than 5% of our electricity in 2004 to nearly 25% in 2016 (DBEIS, 'DUKES' - chapter 6, 2017). Nevertheless, natural gas will continue to be an important fuel in a transition to a carbon neutral supply of electricity. Furthermore, natural gas currently heats roughly 80% of our homes in the UK, and provides an important industrial feedstock. As North Sea gas reserves decline, the UK has in a decade gone from a position of self-sufficiency to importing over 50% of its natural gas. Therefore, for reasons of energy security, affordability and environmental impact, it is desirable to increase domestic gas supplies until we reach a point where carbon neutral energy sources are better established (e.g., nuclear). 

Shale gas and shale oil has transformed the World's energy market, contributing to the reduction of world oil prices and the USA becoming self-sufficient in both gas and oil. Furthermore, CO2 emissions in the USA are back to levels last seen in the early 1990s, because electricity generation has moved from coal- to gas-fired power stations. However, the move to shale gas has not been without controversy. Shale gas resources normally require hydraulic fracture stimulation - or fracking - in order to achieve production at economic rates. This technique is contentious due to public fears over a range of issues, including ground water contamination, induced seismicity, atmospheric emissions and ground subsidence. 

In November 2017 the UK will see its first shale gas stimulation in over 6 years, which will occur in the Vale of Pickering, North Yorkshire. The UK has a strict regulatory framework for shale gas exploitation, which requires close monitoring of any fluid leakage, fracture growth and induced seismicity associated with fracking. To achieve this requires a detailed understanding of local geology, and robust means of sensing fluid movement and stress changes before, during and after stimulation (e.g., geophysical monitoring). SHAPE-UK is a project that will establish a series of best practice recommendations for monitoring and mitigating fluid leakage into the overlying sediments and close to boreholes. To accomplish this, it is crucial that we understand the mechanical processes occurring in the subsurface, which are dependent on the composition of the rock, the chemistry of the fluids, and the structures they encounter (e.g., faults). Through a linked series of work packages that integrate geology, geophysics, geochemistry, petroleum engineering and geomechanics, we will be able to address fundamental scientific questions about the mechanisms for leakage, and how the leaking fluids might affect the sub-surface environment. 

A team of leading experts from a range of disciplines at 6 institutions has been assembled to address 'coupled processes from the reservoir to the surface' - Challenge 3 of the NERC call for proposals in the strategic programme area of Unconventional Hydrocarbons in the UK Energy System. We will exploit newly acquired data from the UK Geoenergy Observatory near Thornton in Cheshire. We are also very fortunate to have access to seismic, borehole and geologic data from a new shale gas development in North Yorkshire and a dataset from a mature shale gas resource in Western Canada. Our project partners include regulatory bodies who monitor ground water and seismicity during shale gas operations. The team has access to several comprehensive datasets and are thus in a very strong position to answer fundamental science questions associated with shale gas stimulation, which will provide a firm foundation for an effective regulatory policy. We expect this project to be a role model study for future developments in the UK and internationally.",0
104281,6680,Novel Ozone Based Sterilizer for Medical Device and Life Sciences,"&quot;The current grant will allow Anacail Ltd to validate a product concept by building a proof of principle machine which can sterilize single use medical devices, and simultaneously pack them in a sealed primary pack, at point of manufacture.

The market need for such a device is the common requirement across all medical and healthcare devices for sterility. Traditional techniques such as radiation or ethylene oxide are either damaging to materials, or can leave toxic residues on devices. The increasing sophistication of modern medical and healthcare devices in terms of advanced materials and surface treatments and the integration of electronics and optics, exacerbates these drawbacks.

Furthermore, the use of hazardous or toxic chemical presents a significant health and environmental risk as these materials must be stored and disposed of in a safe and responsible manner.

Anacail has developed a technology which is based on ozone, a naturally occurring allotrope of oxygen, which, once the sterilization is complete, decays back into native oxygen. This renders the technology environmentally benign and relatively safe to handle as there are no toxic chemicals for storage transport or disposal.

Ozone is already recognised as a sterilant by regulatory authorities such as the FDA (https://www.fda.gov/downloads/MedicalDevices/.../ucm109897.pdf) which can remove significant hurdles to its adoption.

Ozone has not been more widely adopted as a sterilant because of two key drawbacks: When used as a conventional chamber based steriliser, its is relatively slow acting compared with alternatives, and it historically uses pure oxygen as a feedstock gas, which creates significant flammability issues.

Anacail has recently patented a non hazardous gas composition which only contains 21% oxygen, yet can provide high ozone concentrations. This removes the flammability issues which in turn allows Anacail to inject this gas into a bag, which is then sealed. The bag contents are sterilized, and then the ozone in the bag decays back to oxygen, leaving no residues.

The benefit to society for this technology is to reduce the incidence of healthcare acquired infections, provide increased safety in terms of reduced use of hazardous chemicals or radioactive sources, and reduce environmental impact associated with use, storage and disposal of hazardous chemicals.

Once developed, the technology can be adapted for application in healthcare and hospital environments, opening up a second market and directly addressing healthcare acquired infections.&quot;",0
BBS/E/B/000C0424,2232,Transgenerational epigenetic inheritance: mechanisms and consequences for metabolism and ageing,"Epigenetic changes that occur during the lifetime of an individual are generally not inherited by the next generation, as this could subvert epigenetic reprogramming events needed to reinstate totipotency. Yet, some genomic elements remain incompletely reprogrammed, and may thus represent a key genomic vehicle for transgenerational epigenetic inheritance47. Transgenerational inheritance requires that the germline remembers exposure to environmental changes and allows for these to be inherited to the next generation(s). Nutritional stress can mediate transgenerational memory through histone marks and small RNA pathways in invertebrates and DNA methylation changes in mice48,49. As observed in many studies, the inheritance mediated by epigenetic modifications reverts back to wild-type after one or a few generations. However, some epigenetic changes can lead to more permanent genome rearrangements, when coupled to genomic instability. For example, nutritional stress can lead to instability of high copy number ribosomal DNA (rDNA), resulting in copy number variation (CNV) at rDNA loci. There are many key aspects that remain unresolved in the field and this Objective tackles two essential questions: firstly, what are the mechanisms by which epigenetic reprogramming normally returns cells to a na&iuml;ve and totipotent stage and could these mechanisms thereby mediate transgenerational inheritance upon experimental manipulation. Secondly, can, and if so how could, stressors such as age and nutrition contribute to inheritance by modifying CNV through gametes with consequences for metabolism and ageing in subsequent generations.",0
AH/S012303/1,43451,Red River: Listening to a Polluted River,"The Red River in West Cornwall has been described as the most 'unnatural' or 'modified' river in the UK. No part of its 7.5mile length has been untouched by the effects of the Cornish tin-mining industry. Although little more than a stream, the river has played an important role in the industrial revolution in Cornwall and the development of hard-rock mining around the world. This significance has been recognised by the designation of the area through which it flows as a UNESCO World Heritage Site. It continues to be a source of innovation by necessitating the development of new techniques to reduce pollution from the heavy-metal laden mine water that feed into its course. 

Despite these contaminants, the Red River contains a genetically-unique population of brown trout that has evolved to survive its toxic environment. These fish are as much artefacts of the industrial revolution as Cornish engine-houses. In a poem they may operate, along with the river itself, as multi-dimensional metonyms for our complex interaction with the environment. This combination of natural, industrial and post-industrial history makes the Red River a rich subject for an eco-poetic and critical exploration of the human/nature interrelationship. The fellowship will test the ability of creative writing as 'practice-as-research' to create knew knowledge that reveals the complexity of this interrelationship through combining critical textual research, fieldwork, poetic composition and socially-engaged research practices.

There is a growing understanding that we need to confront the mess we're making of our environment. Beach cleans, environmental activism, media campaigns and legislation have drawn attention to the impact our addiction to plastic has had on the world's oceans and rivers. Through working with local communities and partners the fellowship will offer poetry as a gathering place for the social meaning generated by individuals and communities involved in changing their environment. The project will address both visible and invisible pollution connected with the Red River, and visible and invisible feelings about the wider landscape; it will address the conspicuous history of EU-funded signboards, as well as the invisible and ephemeral histories of those who live along its contaminated banks. Set alongside more celebrated rivers like the Dart and the Severn, the Red River may come to operate as an exemplary 'shadow site' counterpointing, through the complex human/nature interaction it embodies, ideas of the wild, sublime and picturesque.

The catchment area for this practice-as-research investigation will be mapped through research into archaeological reports, SSSI statements, historical documents, the literature of rivers, eco-poetics, acoustic ecology, visits to local community groups and schools, interviews with subject experts in aquatic ecology and mining, field-walking and river surveying. It will borrow the ecological concept of the 'ecotone', or meeting place of biomes, as a conceptual instrument for both reading the marginal environments of the Red River and as a metaphor for the way texts shape and are altered by close observation of ecological objects. The fellowship will result in a book length poem, a sound installation, and a scholarly article derived from the knowledge generated through practice-as-research. Findings will be presented at conferences, literary events, in art galleries and heritage sites. The fellowship will demonstrate leadership in developing new methodologies for socially-engaged research and conducting trans-disciplinary arts/science collaborations. These findings will be shared at discipline-specific conferences and online. It will co-produce educational materials for schools and curate a 'Parliament of Waste' event bringing together local people, politicians, artists and experts to debate the environmental impact of pollution and waste on health and wellbeing.",0
1917097,5337,Exploring skin-age limits on the production of vitamin D in vivo,"It is well known that the secosteroid hormone called vitamin D is essential for musculoskeletal health, but it is now apparent that many cells have receptors for vitamin D and its metabolites, and the vitamin has been associated with a range of other health benefits, leading to widespread calls for the vitamin D status of the population to be improved. Since modern diets generally contain little vitamin D the main source is exposure to sunlight, when UV radiation acts on the precursor 7-dehydrocholesterol (7DHC) in skin cells. The levels of precursor vitamin D are understood to decline with age, but it is not clear whether vitamin D synthesis in aged skin is 7DHC limited, or whether it is lack of sun exposure that leads to concern over low vitamin D status in the older population. Understanding the limits to vitamin D synthesis in an aging population will enable targeted advice on maintaining an adequate status at a life stage when retaining a strong musculoskeletal system is vital, as are the other benefits associated with vitamin D.
The aim of the project is to identify, at a cellular level, the age-related ability to synthesise vitamin D in the skin on exposure to sunlight, through availability of the precursor 7-dehydrocholesterol (7DHC) and its UV-conversion. The project will involve a comparative study involving human volunteers in 2 age groups, young and aged adults. Skin (precursor 7DHC) and blood (vitamin D and 25-hydroxyvitamin D, the measure of vitamin D status) will be taken before and after controlled doses of simulated sunlight. Tandem mass spectrometry is the technique to be used for analysing all samples and the extraction procedures to prepare samples from tissue will be refined during the project to enable increased sensitivity from the analysis for the small skin biopsy samples.
The results will be set in context against previous and on-going studies that have assessed the year-round vitamin D status in several population groups of different ages. It will identify whether vitamin D synthesis in the skin of the elderly is 7DHC limited, in which case alternative interventions must be considered in achieving all the health benefits of a good vitamin D status, or whether small changes in lifestyle might lead to such improvements through exposure to UV radiation, as assessed in our previous work based on a detailed UK climatology.
This project supports technological development and strengthens the skills base in multidisciplinary research and in vivo skills. The analysis of vitamin D related molecules from tissue samples is under development and extraction techniques from tissue will be further refined (increasing sensitivity of analysis to pmols) and demonstrated during this project. The project has three discipline strands, physics/radiation, dermatology/human volunteers, and laboratory analysis, providing the student with a range of complementary skills, the vocabulary and understanding to translate between the disciplines, and the vision to combine them.",0
NE/P005349/1,9369,Aquaculture Directed Knowledge Exchange Fellowship,"With the global population expected to rise to 9.6 billion by 2050, there is increasing pressure for aquaculture to meet the rising demand, while maintaining sustainability and food security standards. While European aquaculture has been struggling to maintain competitiveness, at a UK level research investment has dropped considerably, until the recent joint BBSRC-NERC initiative. Prior funding has largely focused on salmonids and shellfish, mainly spanning the areas of disease or environmental impact, often focusing on Scotland but not fully covering the breadth of strategic needs of the sector. Furthermore, there is often a decoupling between basic research funded by research councils and industrially applied research. Moreover, the impact of basic research has been further limited by inadequate mechanisms for knowledge exchange between academia and industry. This KEF will build the know-how for effective information exchange and research translation by connecting the actors within the aquaculture value chain. The fellow will work closely with research and industry, to identify knowledge needs, promote collaborations, disseminate BBRSC-NERC funded research and improve public perception of aquaculture.
A key deliverable and enabling tool will be an innovative and intuitive web-based, user-friendly visual database that maps the UK aquaculture sector, thereby connecting stakeholders and their areas of activity and interest. Further, the Fellow will create and publish 'Research Profiles', on department/institute specific research track records, and 'Company Profiles', on company's key activities and research interests. Another key activity will be the development of an 'International research network map', based on academia's connections with international partners so contacts are easily identified. These tools will provide the industry with information on potential partners, which can answer its R&amp;D needs and will also foster the development of networks to access to EU funding schemes and international expertise.
The Fellow will advance the development of the UK aquaculture network, by meeting and developing contacts with industry, trade/advisory bodies and academia, and will bring stakeholders together through innovative ways in a sector-wide conference 'Connecting UK Aquaculture'. The fellow will organise an industry-focused workshop 'UK Aquaculture: key knowledge needs and gaps' and develop a strategy document on aquaculture research and investment priorities from a stakeholder's perspective, to inform and engage funders and policymakers.
This KEF will support the dissemination of BBSRC-NERC research through 'Research Bulletins' to industry and the creation and public dissemination of a series of videos explaining BBSRC-NERC research '@UKAquacultureResearchExplained'. The third pillar of the fellowship is assessing the public attitudes and perception of aquaculture and the development of recommendations to enhance public appreciation, which will be disseminated to funders, policymakers and industry. UK aquaculture best practices and success stories will be promoted through press releases, media engagement, social media, and an interactive web-presence. A series of digital materials for education and outreach in aquaculture will be created and widely disseminated to schools throughout the UK. 
By these combined approaches, the Fellow will promote collaboration opportunities between industry and academia, while facilitating informed governance and research funding, supporting the uptake of research by businesses and improving public perception of aquaculture. The impact of the activities started during this programme will extend post-fellowship, supporting the sector's competitiveness and internationalisation through an increased focus on innovation and industry-relevant research, enhanced synergy between industry and academia, and towards the sustainable development of UK aquaculture.",0
BB/P00556X/1,29107,Exploiting the immune system to tackle emerging filamentous diseases in tomato,"The world's population is expected to increase by 1.6 billion in the next 40 years, which challenges humanity to increase food production by 70%. Despite current control measures, weeds, pests and pathogens claim up to 40% of our major crop yields after use of effective control. Filamentous pathogens (e.g. mildews, molds and late blight) are exceptionally problematic to control as their evolutionary capacity makes them highly proficient on overcoming the resistance offered by genes or chemical pesticides. In the past century, there has been an increasing number of virulent emerging pathogenic fungi. Agricultural systems are extremely vulnerable to emergence and epidemics of filamentous disease due to food mobility and climate change. Moreover, crop cultivation under controlled environment, even when it provides advantages in terms of increased production, it represents a clear disadvantage in controlling the spread of filamentous diseases. Current methods of control depend largely on the use of fungicides, which are under strict European regulation due to its toxicity to human health and the environment. Therefore, it is urgent to develop alternative strategies to control diseases. 
Plants are equipped to defend themselves against harmful microbes through constitutive and inducible defence strategies. Alternatively, plants have evolved the capacity to prepare their immune system to respond faster and stronger against attackers. This so-called priming of defence can be triggered by a variety of signals that warn of an upcoming attack, including treatments with priming agents such as b-amino butyric acid (BABA). BABA has been shown to provide protection against a wide spectrum of filamentous diseases. The reason for this outstanding performance is due to its priming activity at different defence signalling pathways that are used by plants to fight diseases with different lifestyles. BABA has been shown to be effective in inducing resistance against a broad-spectrum of diseases in crops such as tomato. Filamentous pathogens are particularly problematic in this crop as they are responsible for yield loses pre- and post-harvest. Therefore, emerging filamentous diseases are a serious threat to the tomato market.
Tomato is a model plant for research in Solanaceae as its genome has been sequenced and crosses with their wild relatives allow the study of the genetics behind different processes. However, only one study in Arabidopsis has investigated genetic variation in the induced resistance response. This project will investigate genetic variation in induced resistance trigger by BABA in tomato with the overarching aim to identify advantageous traits which could potentially maximise the inducible resistance capacity of commercial varieties. 
To achieve this aim, I will test BABA-induced resistance against the devastating pathogen Phytophthora infestans (late blight) in a Recombinant Inbred Line (RIL) population from the cross between a commercial tomato cultivar, and an accession of the wild relative. Induced resistance quantification will be done by using a sophisticated phenotyping scanner that can image and analyse different disease parameters in a high-throughput manner. The induced resistance traits (IR-traits) will be identified by sequencing of the significant quantitative trait loci (QTLs) and the molecular mechanisms behind the response will be investigated. The last part of the project will test the hypothesis that multi-directional resistance as a result of the IR-traits offers effective protection against newly identified strains of filamentous pathogens with a high risk of emergence, such as strains of late blight or Fusarium wilt (caused by the multi-host pathogen Fusarium oxysporum). 
The results coming from this work will identify the genetic traits to exploit the tomato immune system for enhanced defence against a broad-spectrum of diseases, including emerging pathogens that can have a huge devastation potential.",0
NE/R007152/1,32609,Marine Scotland - Marine Acoustics Placement,"With the ultimate aim to minimise the impacts of rising noise pollution from human activities on the marine environment and the species inhabiting these waters, this placement aims to examine opportunities for the development of a long-term, coordinated, passive acoustic monitoring programme in Scottish waters. Knowledge and skills regarding analysis and reporting of ambient noise levels from broadband data, analysis of acoustic recordings for marine mammal presence, and approaches suitable for measuring sound detection by fish and invertebrates, will be transferred to MSS, so this can be integrated into environmental impact assessments and conservation measures. 
There has been growing concerns about the impacts of increasing human-made sounds on marine mammals, which rely on sounds for most aspects of their lives. Studies have demonstrated direct and indirect effects, including behavioural (e.g. area avoidance, changes in behavioural budgets, changes of vocalisations), physical (e.g. temporary and permanent hearing loss, stress) as well as lethal impacts related to anthropogenic sounds such as military sonar, seismic surveys, shipping and marine construction work.
Various EU and world-wide regulations have been transposed into national legislation to protect marine mammals in UK waters, and new coastal and offshore activities and developments are tested against these conservation commitments. This requires sufficient knowledge about the spatio-temporal presence and natural behaviour of populations and their population trends (and hence conservation status). Long-term passive acoustic monitoring has been used extensively to collect baseline data on marine mammal occurrence. Additionally, policymakers are beginning to develop management approaches to assess and mitigate noise risks to the marine environment through legislative frameworks, but are constraint by lack of data on current and historic noise levels. As such, information about typical and site-specific underwater noise levels is needed to explore how these might change in response to anthropogenic activities. This highlights the need for the establishment of large-scale and long-term acoustic monitoring programmes for underwater noise and marine mammal assessments.
Within Scotland, MSS is responsible for the licensing of coastal and marine developments and projects need to demonstrate that they do not have adverse impacts on local marine mammal populations. The development of several of the required impact assessment protocols have improved significantly in the last decade, in part due to increased site-specific cetacean data, and technological advances and modelling approaches. The framework for background noise assessments, however, is currently still in it's infancy, and the integration of particle motion to specifically assess noise impacts on fish and many invertebrates has not been fully developed and implemented yet. This data gap needs to be addressed if acoustic habitats are to be managed effectively for these species.
The work proposed will develop a future-proof strategy for a collaborative, coordinated passive acoustic monitoring network throughout Scottish waters. The project will identify suitable approaches for analysing and presenting background noise statistics and trends, in line with EU requirements. Acoustic data collected from existing Scottish monitoring projects will be used to train MSS staff in the appropriate analyses to establish presence of vocalising marine mammals and obtain and present ambient noise level statistics. The latter will provide baseline measurements against which to measure future noise pollution trends, and will offer evidence to assess the efficacy of management measures.",0
NE/N001672/1,19144,Effects of artificial light on multi-trophic population dynamics,"Daily, lunar and seasonal cycles of natural light have been key forms of environmental variation across the Earth's surface since the first emergence of life, and have driven the development of biological phenomena from the molecule to the ecosystem. These natural patterns have, however, over the last 100 years come to be greatly disrupted through the introduction of artificial light into the nighttime environment. This derives from a diversity of sources, including street lighting, advertising lighting, architectural lighting, security lighting, domestic lighting and vehicle lighting. Indeed, artificial nighttime lighting is already estimated to be experienced directly and indirectly (through skyglow - scattering by molecules or aerosols in the atmosphere of artificial nighttime light that is emitted or reflected upwards) by nearly 20% of the global land area, and to be growing at about 6% per year. The extent of the problem is evidenced by frequently reproduced satellite and astronaut acquired nighttime images of the Earth.

The introduction of artificial light into the nighttime environment has doubtless provided significant and substantial benefits to humankind. But, given that biological systems are fundamentally shaped by light, there have inevitably been a wide array of environmental impacts. Studies have particularly focussed on the effects on individual organisms, and have highlighted consequences of artificial nighttime light for physiology, foraging, daily movements, migratory behaviour, reproductive behaviour, and mortality. Whilst population level effects are predicted to follow, these remain poorly understood. Moreover, it is unknown how these change with the intensity and the spectrum of artificial nighttime light. This means that it is difficult to make the best possible recommendations as to how artificial nighttime lighting (e.g. street lighting) might be modified to optimise the trade-off between human benefits and environmental costs. This is particularly significant at a time of large scale and rapid introduction of new lighting technology and use of 'smart illumination'; many street and other lighting systems are moving to 'whiter' lights, commonly using light-emitting diodes (LEDs), and central management systems are increasingly enabling more flexible approaches to the implementation of public lighting. 

In this project we will determine the impact of artificial light at night of different intensity and spectrum on population dynamics, using an established aphid-parasitoid-hyperparasitoid experimental study system.",0
